
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 10-Feb-2026 at 09:55:27.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        FAIRTEN4        FAIRTEN5        FAIRTEN6        ANCHTEN1        ANCHTEN2        ANCHTEN3        ANCHTEN4        ANCHTEN5        ANCHTEN6
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)
    3.5600   1.3180763E+07   1.3219801E+07   1.3604821E+07   1.3587389E+07   1.2891615E+07   1.2870008E+07   1.3244369E+07   1.3283995E+07   1.3632089E+07   1.3611998E+07   1.2905729E+07   1.2886195E+07
    3.5700   1.3180446E+07   1.3218276E+07   1.3586564E+07   1.3569402E+07   1.2895162E+07   1.2874494E+07   1.3241370E+07   1.3279764E+07   1.3614464E+07   1.3594853E+07   1.2910536E+07   1.2891753E+07
    3.5800   1.3179738E+07   1.3216366E+07   1.3568750E+07   1.3551897E+07   1.2899062E+07   1.2879288E+07   1.3237541E+07   1.3274677E+07   1.3597208E+07   1.3578171E+07   1.2916266E+07   1.2898166E+07
    3.5900   1.3178634E+07   1.3214067E+07   1.3551375E+07   1.3534870E+07   1.2903336E+07   1.2884408E+07   1.3233029E+07   1.3268885E+07   1.3580298E+07   1.3561918E+07   1.2922823E+07   1.2905348E+07
    3.6000   1.3177120E+07   1.3211362E+07   1.3534437E+07   1.3518325E+07   1.2908010E+07   1.2889881E+07   1.3227991E+07   1.3262550E+07   1.3563719E+07   1.3546061E+07   1.2930093E+07   1.2913193E+07
    3.6100   1.3175177E+07   1.3208231E+07   1.3517933E+07   1.3502258E+07   1.2913114E+07   1.2895736E+07   1.3222588E+07   1.3255836E+07   1.3547456E+07   1.3530572E+07   1.2937949E+07   1.2921585E+07
    3.6200   1.3172791E+07   1.3204658E+07   1.3501863E+07   1.3486673E+07   1.2918671E+07   1.2901995E+07   1.3216972E+07   1.3248905E+07   1.3531503E+07   1.3515428E+07   1.2946261E+07   1.2930404E+07
    3.6300   1.3169940E+07   1.3200621E+07   1.3486225E+07   1.3471570E+07   1.2924711E+07   1.2908685E+07   1.3211287E+07   1.3241903E+07   1.3515857E+07   1.3500613E+07   1.2954903E+07   1.2939531E+07
    3.6400   1.3166608E+07   1.3196102E+07   1.3471020E+07   1.3456952E+07   1.2931250E+07   1.2915825E+07   1.3205651E+07   1.3234956E+07   1.3500520E+07   1.3486115E+07   1.2963758E+07   1.2948858E+07
    3.6500   1.3162778E+07   1.3191083E+07   1.3456253E+07   1.3442826E+07   1.2938306E+07   1.2923429E+07   1.3200158E+07   1.3228165E+07   1.3485501E+07   1.3471933E+07   1.2972728E+07   1.2958290E+07
    3.6600   1.3158443E+07   1.3185557E+07   1.3441922E+07   1.3429191E+07   1.2945887E+07   1.2931504E+07   1.3194873E+07   1.3221596E+07   1.3470813E+07   1.3458072E+07   1.2981735E+07   1.2967753E+07
    3.6700   1.3153595E+07   1.3179518E+07   1.3428039E+07   1.3416059E+07   1.2953992E+07   1.2940049E+07   1.3189822E+07   1.3215282E+07   1.3456471E+07   1.3444543E+07   1.2990725E+07   1.2977194E+07
    3.6800   1.3148237E+07   1.3172968E+07   1.3414604E+07   1.3403430E+07   1.2962610E+07   1.2949054E+07   1.3185002E+07   1.3209221E+07   1.3442496E+07   1.3431365E+07   1.2999673E+07   1.2986586E+07
    3.6900   1.3142377E+07   1.3165917E+07   1.3401628E+07   1.3391312E+07   1.2971723E+07   1.2958499E+07   1.3180373E+07   1.3203373E+07   1.3428911E+07   1.3418563E+07   1.3008579E+07   1.2995927E+07
    3.7000   1.3136033E+07   1.3158384E+07   1.3389119E+07   1.3379712E+07   1.2981302E+07   1.2968359E+07   1.3175863E+07   1.3197669E+07   1.3415742E+07   1.3406170E+07   1.3017470E+07   1.3005237E+07
    3.7100   1.3129226E+07   1.3150394E+07   1.3377084E+07   1.3368633E+07   1.2991310E+07   1.2978593E+07   1.3171377E+07   1.3192011E+07   1.3403017E+07   1.3394219E+07   1.3026393E+07   1.3014557E+07
    3.7200   1.3121987E+07   1.3141980E+07   1.3365535E+07   1.3358082E+07   1.3001702E+07   1.2989162E+07   1.3166796E+07   1.3186281E+07   1.3390764E+07   1.3382749E+07   1.3035414E+07   1.3023945E+07
    3.7300   1.3114353E+07   1.3133182E+07   1.3354478E+07   1.3348062E+07   1.3012425E+07   1.3000012E+07   1.3161991E+07   1.3180345E+07   1.3379011E+07   1.3371799E+07   1.3044611E+07   1.3033468E+07
    3.7400   1.3106364E+07   1.3124043E+07   1.3343922E+07   1.3338576E+07   1.3023425E+07   1.3011093E+07   1.3156825E+07   1.3174065E+07   1.3367786E+07   1.3361410E+07   1.3054066E+07   1.3043201E+07
    3.7500   1.3098063E+07   1.3114610E+07   1.3333876E+07   1.3329627E+07   1.3034644E+07   1.3022346E+07   1.3151165E+07   1.3167307E+07   1.3357117E+07   1.3351620E+07   1.3063861E+07   1.3053215E+07
    3.7600   1.3089497E+07   1.3104934E+07   1.3324344E+07   1.3321212E+07   1.3046022E+07   1.3033716E+07   1.3144889E+07   1.3159945E+07   1.3347027E+07   1.3342463E+07   1.3074069E+07   1.3063577E+07
    3.7700   1.3080713E+07   1.3095064E+07   1.3315331E+07   1.3313333E+07   1.3057501E+07   1.3045147E+07   1.3137895E+07   1.3151874E+07   1.3337539E+07   1.3333971E+07   1.3084750E+07   1.3074338E+07
    3.7800   1.3071756E+07   1.3085048E+07   1.3306840E+07   1.3305986E+07   1.3069028E+07   1.3056590E+07   1.3130102E+07   1.3143016E+07   1.3328670E+07   1.3326167E+07   1.3095944E+07   1.3085533E+07
    3.7900   1.3062670E+07   1.3074933E+07   1.3298871E+07   1.3299167E+07   1.3080554E+07   1.3067996E+07   1.3121464E+07   1.3133322E+07   1.3320436E+07   1.3319070E+07   1.3107668E+07   1.3097176E+07
    3.8000   1.3053493E+07   1.3064759E+07   1.3291421E+07   1.3292867E+07   1.3092038E+07   1.3079327E+07   1.3111965E+07   1.3122778E+07   1.3312845E+07   1.3312690E+07   1.3119913E+07   1.3109255E+07
    3.8100   1.3044262E+07   1.3054563E+07   1.3284490E+07   1.3287083E+07   1.3103444E+07   1.3090551E+07   1.3101626E+07   1.3111407E+07   1.3305902E+07   1.3307027E+07   1.3132642E+07   1.3121737E+07
    3.8200   1.3035008E+07   1.3044379E+07   1.3278064E+07   1.3281798E+07   1.3114749E+07   1.3101645E+07   1.3090505E+07   1.3099271E+07   1.3299607E+07   1.3302074E+07   1.3145793E+07   1.3134560E+07
    3.8300   1.3025756E+07   1.3034230E+07   1.3272138E+07   1.3277005E+07   1.3125932E+07   1.3112592E+07   1.3078693E+07   1.3086463E+07   1.3293953E+07   1.3297817E+07   1.3159278E+07   1.3147644E+07
    3.8400   1.3016527E+07   1.3024139E+07   1.3266698E+07   1.3272688E+07   1.3136987E+07   1.3123386E+07   1.3066309E+07   1.3073109E+07   1.3288928E+07   1.3294229E+07   1.3172990E+07   1.3160889E+07
    3.8500   1.3007338E+07   1.3014121E+07   1.3261728E+07   1.3268830E+07   1.3147913E+07   1.3134028E+07   1.3053501E+07   1.3059360E+07   1.3284515E+07   1.3291280E+07   1.3186806E+07   1.3174182E+07
    3.8600   1.2998203E+07   1.3004188E+07   1.3257212E+07   1.3265415E+07   1.3158712E+07   1.3144524E+07   1.3040431E+07   1.3045385E+07   1.3280691E+07   1.3288930E+07   1.3200593E+07   1.3187400E+07
    3.8700   1.2989131E+07   1.2994349E+07   1.3253130E+07   1.3262423E+07   1.3169397E+07   1.3154887E+07   1.3027277E+07   1.3031366E+07   1.3277427E+07   1.3287134E+07   1.3214217E+07   1.3200420E+07
    3.8800   1.2980134E+07   1.2984612E+07   1.3249460E+07   1.3259832E+07   1.3179981E+07   1.3165130E+07   1.3014216E+07   1.3017486E+07   1.3274690E+07   1.3285842E+07   1.3227546E+07   1.3213124E+07
    3.8900   1.2971220E+07   1.2974986E+07   1.3246182E+07   1.3257622E+07   1.3190478E+07   1.3175271E+07   1.3001426E+07   1.3003923E+07   1.3272443E+07   1.3285001E+07   1.3240460E+07   1.3225404E+07
    3.9000   1.2962401E+07   1.2965478E+07   1.3243269E+07   1.3255768E+07   1.3200904E+07   1.3185327E+07   1.2989067E+07   1.2990845E+07   1.3270644E+07   1.3284555E+07   1.3252855E+07   1.3237167E+07
    3.9100   1.2953691E+07   1.2956102E+07   1.3240701E+07   1.3254249E+07   1.3211269E+07   1.3195311E+07   1.2977287E+07   1.2978396E+07   1.3269249E+07   1.3284448E+07   1.3264652E+07   1.3248344E+07
    3.9200   1.2945107E+07   1.2946871E+07   1.3238452E+07   1.3253038E+07   1.3221585E+07   1.3205236E+07   1.2966205E+07   1.2966699E+07   1.3268211E+07   1.3284622E+07   1.3275796E+07   1.3258890E+07
    3.9300   1.2936674E+07   1.2937810E+07   1.3236501E+07   1.3252114E+07   1.3231853E+07   1.3215105E+07   1.2955915E+07   1.2955845E+07   1.3267481E+07   1.3285025E+07   1.3286260E+07   1.3268786E+07
    3.9400   1.2928415E+07   1.2928941E+07   1.3234823E+07   1.3251449E+07   1.3242070E+07   1.3224919E+07   1.2946479E+07   1.2945893E+07   1.3267012E+07   1.3285604E+07   1.3296049E+07   1.3278043E+07
    3.9500   1.2920368E+07   1.2920300E+07   1.3233400E+07   1.3251024E+07   1.3252227E+07   1.3234671E+07   1.2937929E+07   1.2936869E+07   1.3266756E+07   1.3286313E+07   1.3305195E+07   1.3286698E+07
    3.9600   1.2912566E+07   1.2911921E+07   1.3232207E+07   1.3250812E+07   1.3262305E+07   1.3244346E+07   1.2930263E+07   1.2928768E+07   1.3266668E+07   1.3287110E+07   1.3313758E+07   1.3294811E+07
    3.9700   1.2905057E+07   1.2903851E+07   1.3231232E+07   1.3250795E+07   1.3272282E+07   1.3253925E+07   1.2923455E+07   1.2921555E+07   1.3266704E+07   1.3287957E+07   1.3321818E+07   1.3302465E+07
    3.9800   1.2897882E+07   1.2896133E+07   1.3230454E+07   1.3250949E+07   1.3282123E+07   1.3263377E+07   1.2917451E+07   1.2915171E+07   1.3266827E+07   1.3288825E+07   1.3329475E+07   1.3309757E+07
    3.9900   1.2891095E+07   1.2888821E+07   1.3229859E+07   1.3251256E+07   1.3291794E+07   1.3272671E+07   1.2912181E+07   1.2909536E+07   1.3267001E+07   1.3289690E+07   1.3336837E+07   1.3316793E+07
    4.0000   1.2884743E+07   1.2881963E+07   1.3229436E+07   1.3251699E+07   1.3301253E+07   1.3281769E+07   1.2907559E+07   1.2904559E+07   1.3267201E+07   1.3290535E+07   1.3344016E+07   1.3323682E+07
    4.0100   1.2878880E+07   1.2875616E+07   1.3229170E+07   1.3252259E+07   1.3310454E+07   1.3290629E+07   1.2903494E+07   1.2900141E+07   1.3267403E+07   1.3291349E+07   1.3351123E+07   1.3330529E+07
    4.0200   1.2873553E+07   1.2869826E+07   1.3229054E+07   1.3252923E+07   1.3319354E+07   1.3299212E+07   1.2899895E+07   1.2896186E+07   1.3267592E+07   1.3292127E+07   1.3358254E+07   1.3337429E+07
    4.0300   1.2868807E+07   1.2864643E+07   1.3229080E+07   1.3253679E+07   1.3327907E+07   1.3307473E+07   1.2896679E+07   1.2892605E+07   1.3267759E+07   1.3292869E+07   1.3365493E+07   1.3344457E+07
    4.0400   1.2864684E+07   1.2860109E+07   1.3229240E+07   1.3254513E+07   1.3336073E+07   1.3315375E+07   1.2893772E+07   1.2889323E+07   1.3267904E+07   1.3293581E+07   1.3372896E+07   1.3351668E+07
    4.0500   1.2861217E+07   1.2856259E+07   1.3229531E+07   1.3255420E+07   1.3343810E+07   1.3322880E+07   1.2891120E+07   1.2886283E+07   1.3268031E+07   1.3294273E+07   1.3380496E+07   1.3359090E+07
    4.0600   1.2858433E+07   1.2853121E+07   1.3229947E+07   1.3256389E+07   1.3351090E+07   1.3329960E+07   1.2888688E+07   1.2883453E+07   1.3268149E+07   1.3294956E+07   1.3388294E+07   1.3366723E+07
    4.0700   1.2856354E+07   1.2850718E+07   1.3230487E+07   1.3257417E+07   1.3357882E+07   1.3336588E+07   1.2886468E+07   1.2880824E+07   1.3268277E+07   1.3295646E+07   1.3396260E+07   1.3374535E+07
    4.0800   1.2854987E+07   1.2849059E+07   1.3231146E+07   1.3258498E+07   1.3364170E+07   1.3342746E+07   1.2884471E+07   1.2878414E+07   1.3268433E+07   1.3296359E+07   1.3404336E+07   1.3382467E+07
    4.0900   1.2854339E+07   1.2848150E+07   1.3231923E+07   1.3259630E+07   1.3369942E+07   1.3348423E+07   1.2882735E+07   1.2876266E+07   1.3268642E+07   1.3297112E+07   1.3412434E+07   1.3390432E+07
    4.1000   1.2854400E+07   1.2847983E+07   1.3232815E+07   1.3260810E+07   1.3375195E+07   1.3353617E+07   1.2881318E+07   1.2874445E+07   1.3268929E+07   1.3297922E+07   1.3420442E+07   1.3398323E+07
    4.1100   1.2855161E+07   1.2848547E+07   1.3233820E+07   1.3262036E+07   1.3379931E+07   1.3358329E+07   1.2880295E+07   1.2873035E+07   1.3269323E+07   1.3298804E+07   1.3428232E+07   1.3406012E+07
    4.1200   1.2856602E+07   1.2849822E+07   1.3234935E+07   1.3263309E+07   1.3384163E+07   1.3362569E+07   1.2879755E+07   1.2872132E+07   1.3269850E+07   1.3299774E+07   1.3435662E+07   1.3413362E+07
    4.1300   1.2858698E+07   1.2851783E+07   1.3236157E+07   1.3264625E+07   1.3387905E+07   1.3366353E+07   1.2879794E+07   1.2871842E+07   1.3270536E+07   1.3300843E+07   1.3442586E+07   1.3420231E+07
    4.1400   1.2861427E+07   1.2854404E+07   1.3237482E+07   1.3265984E+07   1.3391177E+07   1.3369698E+07   1.2880509E+07   1.2872272E+07   1.3271404E+07   1.3302021E+07   1.3448860E+07   1.3426480E+07
    4.1500   1.2864757E+07   1.2857654E+07   1.3238905E+07   1.3267385E+07   1.3394004E+07   1.3372627E+07   1.2881995E+07   1.2873522E+07   1.3272473E+07   1.3303315E+07   1.3454352E+07   1.3431982E+07
    4.1600   1.2868661E+07   1.2861504E+07   1.3240420E+07   1.3268823E+07   1.3396407E+07   1.3375161E+07   1.2884336E+07   1.2875685E+07   1.3273757E+07   1.3304729E+07   1.3458946E+07   1.3436626E+07
    4.1700   1.2873114E+07   1.2865927E+07   1.3242024E+07   1.3270298E+07   1.3398412E+07   1.3377325E+07   1.2887601E+07   1.2878833E+07   1.3275267E+07   1.3306262E+07   1.3462550E+07   1.3440322E+07
    4.1800   1.2878092E+07   1.2870898E+07   1.3243706E+07   1.3271803E+07   1.3400040E+07   1.3379138E+07   1.2891839E+07   1.2883021E+07   1.3277003E+07   1.3307912E+07   1.3465100E+07   1.3443010E+07
    4.1900   1.2883578E+07   1.2876399E+07   1.3245461E+07   1.3273333E+07   1.3401312E+07   1.3380619E+07   1.2897079E+07   1.2888278E+07   1.3278964E+07   1.3309671E+07   1.3466566E+07   1.3444661E+07
    4.2000   1.2889557E+07   1.2882412E+07   1.3247281E+07   1.3274883E+07   1.3402243E+07   1.3381785E+07   1.2903326E+07   1.2894607E+07   1.3281138E+07   1.3311529E+07   1.3466949E+07   1.3445276E+07
    4.2100   1.2896022E+07   1.2888931E+07   1.3249156E+07   1.3276444E+07   1.3402843E+07   1.3382646E+07   1.2910559E+07   1.2901986E+07   1.3283509E+07   1.3313473E+07   1.3466284E+07   1.3444893E+07
    4.2200   1.2902971E+07   1.2895952E+07   1.3251079E+07   1.3278009E+07   1.3403121E+07   1.3383210E+07   1.2918735E+07   1.2910367E+07   1.3286055E+07   1.3315487E+07   1.3464640E+07   1.3443576E+07
    4.2300   1.2910410E+07   1.2903481E+07   1.3253040E+07   1.3279568E+07   1.3403077E+07   1.3383478E+07   1.2927790E+07   1.2919680E+07   1.3288748E+07   1.3317551E+07   1.3462113E+07   1.3441420E+07
    4.2400   1.2918344E+07   1.2911521E+07   1.3255028E+07   1.3281109E+07   1.3402710E+07   1.3383451E+07   1.2937645E+07   1.2929837E+07   1.3291557E+07   1.3319646E+07   1.3458822E+07   1.3438541E+07
    4.2500   1.2926790E+07   1.2920092E+07   1.3257036E+07   1.3282625E+07   1.3402013E+07   1.3383122E+07   1.2948205E+07   1.2940735E+07   1.3294446E+07   1.3321748E+07   1.3454905E+07   1.3435073E+07
    4.2600   1.2935761E+07   1.2929203E+07   1.3259052E+07   1.3284103E+07   1.3400980E+07   1.3382488E+07   1.2959371E+07   1.2952264E+07   1.3297378E+07   1.3323835E+07   1.3450511E+07   1.3431161E+07
    4.2700   1.2945275E+07   1.2938875E+07   1.3261070E+07   1.3285534E+07   1.3399598E+07   1.3381534E+07   1.2971041E+07   1.2964314E+07   1.3300315E+07   1.3325881E+07   1.3445791E+07   1.3426953E+07
    4.2800   1.2955347E+07   1.2949121E+07   1.3263077E+07   1.3286904E+07   1.3397861E+07   1.3380260E+07   1.2983118E+07   1.2976776E+07   1.3303218E+07   1.3327862E+07   1.3440893E+07   1.3422591E+07
    4.2900   1.2965994E+07   1.2959959E+07   1.3265070E+07   1.3288210E+07   1.3395757E+07   1.3378652E+07   1.2995512E+07   1.2989553E+07   1.3306052E+07   1.3329755E+07   1.3435953E+07   1.3418209E+07
    4.3000   1.2977223E+07   1.2971396E+07   1.3267036E+07   1.3289437E+07   1.3393283E+07   1.3376709E+07   1.3008149E+07   1.3002563E+07   1.3308782E+07   1.3331536E+07   1.3431092E+07   1.3413924E+07
    4.3100   1.2989044E+07   1.2983441E+07   1.3268974E+07   1.3290584E+07   1.3390436E+07   1.3374429E+07   1.3020974E+07   1.3015743E+07   1.3311378E+07   1.3333183E+07   1.3426404E+07   1.3409830E+07
    4.3200   1.3001450E+07   1.2996087E+07   1.3270875E+07   1.3291642E+07   1.3387219E+07   1.3371815E+07   1.3033949E+07   1.3029051E+07   1.3313816E+07   1.3334678E+07   1.3421959E+07   1.3405995E+07
    4.3300   1.3014440E+07   1.3009331E+07   1.3272736E+07   1.3292611E+07   1.3383640E+07   1.3368875E+07   1.3047059E+07   1.3042469E+07   1.3316074E+07   1.3336003E+07   1.3417797E+07   1.3402459E+07
    4.3400   1.3027990E+07   1.3023151E+07   1.3274556E+07   1.3293488E+07   1.3379714E+07   1.3365622E+07   1.3060312E+07   1.3056003E+07   1.3318140E+07   1.3337144E+07   1.3413927E+07   1.3399233E+07
    4.3500   1.3042082E+07   1.3037525E+07   1.3276332E+07   1.3294275E+07   1.3375462E+07   1.3362076E+07   1.3073734E+07   1.3069679E+07   1.3320005E+07   1.3338092E+07   1.3410331E+07   1.3396299E+07
    4.3600   1.3056677E+07   1.3052415E+07   1.3278066E+07   1.3294976E+07   1.3370908E+07   1.3358261E+07   1.3087368E+07   1.3083544E+07   1.3321669E+07   1.3338841E+07   1.3406961E+07   1.3393614E+07
    4.3700   1.3071739E+07   1.3067781E+07   1.3279759E+07   1.3295597E+07   1.3366087E+07   1.3354206E+07   1.3101271E+07   1.3097658E+07   1.3323138E+07   1.3339390E+07   1.3403749E+07   1.3391111E+07
    4.3800   1.3087218E+07   1.3083575E+07   1.3281414E+07   1.3296145E+07   1.3361032E+07   1.3349945E+07   1.3115509E+07   1.3112091E+07   1.3324424E+07   1.3339742E+07   1.3400608E+07   1.3388708E+07
    4.3900   1.3103061E+07   1.3099739E+07   1.3283037E+07   1.3296630E+07   1.3355782E+07   1.3345511E+07   1.3130149E+07   1.3126918E+07   1.3325544E+07   1.3339906E+07   1.3397439E+07   1.3386308E+07
    4.4000   1.3119212E+07   1.3116217E+07   1.3284634E+07   1.3297066E+07   1.3350380E+07   1.3340944E+07   1.3145256E+07   1.3142210E+07   1.3326521E+07   1.3339896E+07   1.3394140E+07   1.3383811E+07
    4.4100   1.3135609E+07   1.3132946E+07   1.3286214E+07   1.3297465E+07   1.3344866E+07   1.3336279E+07   1.3160887E+07   1.3158029E+07   1.3327384E+07   1.3339731E+07   1.3390608E+07   1.3381119E+07
    4.4200   1.3152192E+07   1.3149863E+07   1.3287787E+07   1.3297842E+07   1.3339279E+07   1.3331553E+07   1.3177084E+07   1.3174425E+07   1.3328162E+07   1.3339434E+07   1.3386750E+07   1.3378137E+07
    4.4300   1.3168900E+07   1.3166907E+07   1.3289363E+07   1.3298215E+07   1.3333658E+07   1.3326800E+07   1.3193869E+07   1.3191427E+07   1.3328890E+07   1.3339033E+07   1.3382487E+07   1.3374787E+07
    4.4400   1.3185673E+07   1.3184017E+07   1.3290955E+07   1.3298600E+07   1.3328036E+07   1.3322048E+07   1.3211245E+07   1.3209041E+07   1.3329602E+07   1.3338559E+07   1.3377760E+07   1.3371008E+07
    4.4500   1.3202458E+07   1.3201138E+07   1.3292578E+07   1.3299016E+07   1.3322443E+07   1.3317324E+07   1.3229186E+07   1.3227247E+07   1.3330335E+07   1.3338047E+07   1.3372531E+07   1.3366759E+07
    4.4600   1.3219203E+07   1.3218221E+07   1.3294246E+07   1.3299483E+07   1.3316901E+07   1.3312647E+07   1.3247645E+07   1.3245998E+07   1.3331124E+07   1.3337535E+07   1.3366791E+07   1.3362027E+07
    4.4700   1.3235865E+07   1.3235219E+07   1.3295973E+07   1.3300016E+07   1.3311427E+07   1.3308030E+07   1.3266544E+07   1.3265220E+07   1.3332004E+07   1.3337063E+07   1.3360555E+07   1.3356819E+07
    4.4800   1.3252402E+07   1.3252093E+07   1.3297777E+07   1.3300638E+07   1.3306032E+07   1.3303480E+07   1.3285785E+07   1.3284815E+07   1.3333006E+07   1.3336669E+07   1.3353865E+07   1.3351172E+07
    4.4900   1.3268784E+07   1.3268814E+07   1.3299674E+07   1.3301364E+07   1.3300721E+07   1.3299001E+07   1.3305249E+07   1.3304659E+07   1.3334161E+07   1.3336395E+07   1.3346787E+07   1.3345144E+07
    4.5000   1.3284983E+07   1.3285353E+07   1.3301678E+07   1.3302212E+07   1.3295492E+07   1.3294587E+07   1.3324799E+07   1.3324616E+07   1.3335497E+07   1.3336279E+07   1.3339409E+07   1.3338810E+07
    4.5100   1.3300978E+07   1.3301693E+07   1.3303809E+07   1.3303202E+07   1.3290340E+07   1.3290232E+07   1.3344288E+07   1.3344535E+07   1.3337038E+07   1.3336360E+07   1.3331834E+07   1.3332266E+07
    4.5200   1.3316752E+07   1.3317816E+07   1.3306076E+07   1.3304343E+07   1.3285256E+07   1.3285925E+07   1.3363564E+07   1.3364258E+07   1.3338804E+07   1.3336671E+07   1.3324175E+07   1.3325614E+07
    4.5300   1.3332292E+07   1.3333711E+07   1.3308501E+07   1.3305657E+07   1.3280227E+07   1.3281652E+07   1.3382478E+07   1.3383631E+07   1.3340811E+07   1.3337245E+07   1.3316550E+07   1.3318963E+07
    4.5400   1.3347588E+07   1.3349371E+07   1.3311092E+07   1.3307151E+07   1.3275242E+07   1.3277400E+07   1.3400885E+07   1.3402506E+07   1.3343075E+07   1.3338109E+07   1.3309077E+07   1.3312422E+07
    4.5500   1.3362631E+07   1.3364786E+07   1.3313863E+07   1.3308841E+07   1.3270288E+07   1.3273156E+07   1.3418658E+07   1.3420749E+07   1.3345603E+07   1.3339286E+07   1.3301865E+07   1.3306092E+07
    4.5600   1.3377410E+07   1.3379948E+07   1.3316826E+07   1.3310737E+07   1.3265357E+07   1.3268909E+07   1.3435685E+07   1.3438245E+07   1.3348404E+07   1.3340794E+07   1.3295011E+07   1.3300062E+07
    4.5700   1.3391917E+07   1.3394848E+07   1.3319990E+07   1.3312849E+07   1.3260442E+07   1.3264652E+07   1.3451881E+07   1.3454904E+07   1.3351480E+07   1.3342644E+07   1.3288595E+07   1.3294408E+07
    4.5800   1.3406136E+07   1.3409473E+07   1.3323365E+07   1.3315187E+07   1.3255540E+07   1.3260381E+07   1.3467184E+07   1.3470663E+07   1.3354831E+07   1.3344844E+07   1.3282674E+07   1.3289182E+07
    4.5900   1.3420053E+07   1.3423808E+07   1.3326957E+07   1.3317758E+07   1.3250655E+07   1.3256099E+07   1.3481563E+07   1.3485487E+07   1.3358457E+07   1.3347396E+07   1.3277282E+07   1.3284419E+07
    4.6000   1.3433645E+07   1.3437832E+07   1.3330774E+07   1.3320572E+07   1.3245796E+07   1.3251813E+07   1.3495013E+07   1.3499372E+07   1.3362352E+07   1.3350297E+07   1.3272430E+07   1.3280127E+07
    4.6100   1.3446892E+07   1.3451520E+07   1.3334820E+07   1.3323635E+07   1.3240977E+07   1.3247534E+07   1.3507558E+07   1.3512342E+07   1.3366513E+07   1.3353539E+07   1.3268105E+07   1.3276296E+07
    4.6200   1.3459761E+07   1.3464842E+07   1.3339098E+07   1.3326953E+07   1.3236219E+07   1.3243283E+07   1.3519246E+07   1.3524444E+07   1.3370932E+07   1.3357112E+07   1.3264270E+07   1.3272892E+07
    4.6300   1.3472223E+07   1.3477767E+07   1.3343614E+07   1.3330535E+07   1.3231547E+07   1.3239083E+07   1.3530143E+07   1.3535751E+07   1.3375603E+07   1.3361001E+07   1.3260872E+07   1.3269866E+07
    4.6400   1.3484239E+07   1.3490254E+07   1.3348369E+07   1.3334384E+07   1.3226989E+07   1.3234958E+07   1.3540335E+07   1.3546348E+07   1.3380517E+07   1.3365192E+07   1.3257840E+07   1.3267153E+07
    4.6500   1.3495773E+07   1.3502267E+07   1.3353365E+07   1.3338508E+07   1.3222577E+07   1.3230940E+07   1.3549914E+07   1.3556332E+07   1.3385668E+07   1.3369667E+07   1.3255096E+07   1.3264680E+07
    4.6600   1.3506784E+07   1.3513762E+07   1.3358604E+07   1.3342912E+07   1.3218346E+07   1.3227060E+07   1.3558978E+07   1.3565804E+07   1.3391049E+07   1.3374410E+07   1.3252556E+07   1.3262369E+07
    4.6700   1.3517232E+07   1.3524699E+07   1.3364090E+07   1.3347604E+07   1.3214329E+07   1.3223348E+07   1.3567619E+07   1.3574861E+07   1.3396654E+07   1.3379405E+07   1.3250138E+07   1.3260145E+07
    4.6800   1.3527077E+07   1.3535036E+07   1.3369822E+07   1.3352587E+07   1.3210557E+07   1.3219834E+07   1.3575923E+07   1.3583592E+07   1.3402477E+07   1.3384639E+07   1.3247767E+07   1.3257936E+07
    4.6900   1.3536285E+07   1.3544736E+07   1.3375806E+07   1.3357869E+07   1.3207059E+07   1.3216545E+07   1.3583961E+07   1.3592070E+07   1.3408516E+07   1.3390100E+07   1.3245378E+07   1.3255684E+07
    4.7000   1.3544818E+07   1.3553762E+07   1.3382042E+07   1.3363456E+07   1.3203860E+07   1.3213502E+07   1.3591783E+07   1.3600349E+07   1.3414767E+07   1.3395782E+07   1.3242922E+07   1.3253342E+07
    4.7100   1.3552651E+07   1.3562087E+07   1.3388536E+07   1.3369355E+07   1.3200977E+07   1.3210722E+07   1.3599419E+07   1.3608459E+07   1.3421231E+07   1.3401679E+07   1.3240371E+07   1.3250883E+07
    4.7200   1.3559757E+07   1.3569686E+07   1.3395293E+07   1.3375573E+07   1.3198422E+07   1.3208214E+07   1.3606873E+07   1.3616405E+07   1.3427908E+07   1.3407793E+07   1.3237714E+07   1.3248297E+07
    4.7300   1.3566119E+07   1.3576540E+07   1.3402317E+07   1.3382115E+07   1.3196201E+07   1.3205983E+07   1.3614123E+07   1.3624164E+07   1.3434801E+07   1.3414129E+07   1.3234963E+07   1.3245594E+07
    4.7400   1.3571726E+07   1.3582638E+07   1.3409618E+07   1.3388992E+07   1.3194309E+07   1.3204023E+07   1.3621121E+07   1.3631689E+07   1.3441917E+07   1.3420695E+07   1.3232151E+07   1.3242805E+07
    4.7500   1.3576572E+07   1.3587977E+07   1.3417196E+07   1.3396203E+07   1.3192737E+07   1.3202325E+07   1.3627800E+07   1.3638908E+07   1.3449262E+07   1.3427507E+07   1.3229327E+07   1.3239974E+07
