
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 10-Feb-2026 at 09:55:27.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        FAIRTEN4        FAIRTEN5        FAIRTEN6        ANCHTEN1        ANCHTEN2        ANCHTEN3        ANCHTEN4        ANCHTEN5        ANCHTEN6
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)
   12.8300   1.2415094E+07   1.2560230E+07   1.5040299E+07   1.5033912E+07   1.2441895E+07   1.2303171E+07   1.2455801E+07   1.2600610E+07   1.5079640E+07   1.5073521E+07   1.2487323E+07   1.2348658E+07
   12.8400   1.2416235E+07   1.2562116E+07   1.5048420E+07   1.5041639E+07   1.2436348E+07   1.2297275E+07   1.2457099E+07   1.2602660E+07   1.5087783E+07   1.5081255E+07   1.2481662E+07   1.2342655E+07
   12.8500   1.2417251E+07   1.2563884E+07   1.5056521E+07   1.5049342E+07   1.2430640E+07   1.2291211E+07   1.2458338E+07   1.2604663E+07   1.5095912E+07   1.5088964E+07   1.2475760E+07   1.2336409E+07
   12.8600   1.2418138E+07   1.2565532E+07   1.5064598E+07   1.5057021E+07   1.2424774E+07   1.2284984E+07   1.2459507E+07   1.2606607E+07   1.5104026E+07   1.5096649E+07   1.2469627E+07   1.2329929E+07
   12.8700   1.2418892E+07   1.2567052E+07   1.5072653E+07   1.5064675E+07   1.2418754E+07   1.2278597E+07   1.2460595E+07   1.2608481E+07   1.5112123E+07   1.5104309E+07   1.2463275E+07   1.2323228E+07
   12.8800   1.2419509E+07   1.2568444E+07   1.5080684E+07   1.5072305E+07   1.2412582E+07   1.2272053E+07   1.2461585E+07   1.2610267E+07   1.5120201E+07   1.5111945E+07   1.2456719E+07   1.2316318E+07
   12.8900   1.2419987E+07   1.2569703E+07   1.5088688E+07   1.5079907E+07   1.2406262E+07   1.2265354E+07   1.2462462E+07   1.2611950E+07   1.5128260E+07   1.5119556E+07   1.2449976E+07   1.2309218E+07
   12.9000   1.2420324E+07   1.2570827E+07   1.5096667E+07   1.5087482E+07   1.2399796E+07   1.2258503E+07   1.2463208E+07   1.2613509E+07   1.5136296E+07   1.5127142E+07   1.2443065E+07   1.2301943E+07
   12.9100   1.2420517E+07   1.2571815E+07   1.5104618E+07   1.5095030E+07   1.2393185E+07   1.2251501E+07   1.2463806E+07   1.2614927E+07   1.5144306E+07   1.5134703E+07   1.2436006E+07   1.2294514E+07
   12.9200   1.2420567E+07   1.2572665E+07   1.5112539E+07   1.5102547E+07   1.2386433E+07   1.2244352E+07   1.2464237E+07   1.2616184E+07   1.5152290E+07   1.5142238E+07   1.2428817E+07   1.2286948E+07
   12.9300   1.2420471E+07   1.2573376E+07   1.5120430E+07   1.5110034E+07   1.2379539E+07   1.2237055E+07   1.2464486E+07   1.2617264E+07   1.5160244E+07   1.5149747E+07   1.2421518E+07   1.2279263E+07
   12.9400   1.2420229E+07   1.2573946E+07   1.5128289E+07   1.5117490E+07   1.2372510E+07   1.2229617E+07   1.2464539E+07   1.2618151E+07   1.5168166E+07   1.5157229E+07   1.2414125E+07   1.2271474E+07
   12.9500   1.2419840E+07   1.2574376E+07   1.5136113E+07   1.5124911E+07   1.2365345E+07   1.2222037E+07   1.2464384E+07   1.2618834E+07   1.5176053E+07   1.5164684E+07   1.2406651E+07   1.2263596E+07
   12.9600   1.2419301E+07   1.2574661E+07   1.5143903E+07   1.5132299E+07   1.2358051E+07   1.2214321E+07   1.2464012E+07   1.2619302E+07   1.5183903E+07   1.5172109E+07   1.2399110E+07   1.2255641E+07
   12.9700   1.2418612E+07   1.2574800E+07   1.5151655E+07   1.5139649E+07   1.2350630E+07   1.2206473E+07   1.2463418E+07   1.2619549E+07   1.5191715E+07   1.5179503E+07   1.2391509E+07   1.2247615E+07
   12.9800   1.2417769E+07   1.2574791E+07   1.5159369E+07   1.5146963E+07   1.2343088E+07   1.2198497E+07   1.2462600E+07   1.2619573E+07   1.5199485E+07   1.5186866E+07   1.2383854E+07   1.2239526E+07
   12.9900   1.2416771E+07   1.2574630E+07   1.5167041E+07   1.5154237E+07   1.2335431E+07   1.2190401E+07   1.2461557E+07   1.2619374E+07   1.5207212E+07   1.5194194E+07   1.2376148E+07   1.2231374E+07
   13.0000   1.2415612E+07   1.2574314E+07   1.5174669E+07   1.5161470E+07   1.2327666E+07   1.2182190E+07   1.2460296E+07   1.2618957E+07   1.5214893E+07   1.5201486E+07   1.2368389E+07   1.2223161E+07
   13.0100   1.2414291E+07   1.2573837E+07   1.5182252E+07   1.5168661E+07   1.2319800E+07   1.2173872E+07   1.2458821E+07   1.2618328E+07   1.5222528E+07   1.5208739E+07   1.2360575E+07   1.2214883E+07
   13.0200   1.2412802E+07   1.2573196E+07   1.5189788E+07   1.5175808E+07   1.2311843E+07   1.2165456E+07   1.2457142E+07   1.2617495E+07   1.5230115E+07   1.5215952E+07   1.2352700E+07   1.2206536E+07
   13.0300   1.2411142E+07   1.2572385E+07   1.5197274E+07   1.5182909E+07   1.2303802E+07   1.2156949E+07   1.2455268E+07   1.2616469E+07   1.5237650E+07   1.5223120E+07   1.2344759E+07   1.2198114E+07
   13.0400   1.2409305E+07   1.2571398E+07   1.5204705E+07   1.5189963E+07   1.2295687E+07   1.2148362E+07   1.2453211E+07   1.2615261E+07   1.5245134E+07   1.5230243E+07   1.2336745E+07   1.2189612E+07
   13.0500   1.2407287E+07   1.2570233E+07   1.5212084E+07   1.5196969E+07   1.2287507E+07   1.2139703E+07   1.2450981E+07   1.2613882E+07   1.5252565E+07   1.5237317E+07   1.2328651E+07   1.2181023E+07
   13.0600   1.2405083E+07   1.2568881E+07   1.5219403E+07   1.5203923E+07   1.2279274E+07   1.2130982E+07   1.2448588E+07   1.2612342E+07   1.5259940E+07   1.5244339E+07   1.2320471E+07   1.2172344E+07
   13.0700   1.2402692E+07   1.2567342E+07   1.5226664E+07   1.5210825E+07   1.2270993E+07   1.2122207E+07   1.2446041E+07   1.2610651E+07   1.5267257E+07   1.5251307E+07   1.2312202E+07   1.2163569E+07
   13.0800   1.2400107E+07   1.2565608E+07   1.5233861E+07   1.5217673E+07   1.2262676E+07   1.2113389E+07   1.2443347E+07   1.2608813E+07   1.5274515E+07   1.5258219E+07   1.2303843E+07   1.2154699E+07
   13.0900   1.2397328E+07   1.2563678E+07   1.5240993E+07   1.5224464E+07   1.2254330E+07   1.2104535E+07   1.2440511E+07   1.2606835E+07   1.5281712E+07   1.5265072E+07   1.2295393E+07   1.2145735E+07
   13.1000   1.2394353E+07   1.2561550E+07   1.5248058E+07   1.5231197E+07   1.2245963E+07   1.2095652E+07   1.2437534E+07   1.2604718E+07   1.5288845E+07   1.5271864E+07   1.2286858E+07   1.2136680E+07
   13.1100   1.2391180E+07   1.2559222E+07   1.5255051E+07   1.5237869E+07   1.2237584E+07   1.2086750E+07   1.2434415E+07   1.2602460E+07   1.5295912E+07   1.5278593E+07   1.2278244E+07   1.2127543E+07
   13.1200   1.2387810E+07   1.2556693E+07   1.5261972E+07   1.5244479E+07   1.2229196E+07   1.2077831E+07   1.2431151E+07   1.2600058E+07   1.5302909E+07   1.5285257E+07   1.2269561E+07   1.2118333E+07
   13.1300   1.2384244E+07   1.2553966E+07   1.5268818E+07   1.5251025E+07   1.2220807E+07   1.2068906E+07   1.2427736E+07   1.2597503E+07   1.5309835E+07   1.5291854E+07   1.2260823E+07   1.2109062E+07
   13.1400   1.2380486E+07   1.2551041E+07   1.5275585E+07   1.5257501E+07   1.2212420E+07   1.2059974E+07   1.2424163E+07   1.2594789E+07   1.5316685E+07   1.5298383E+07   1.2252043E+07   1.2099746E+07
   13.1500   1.2376535E+07   1.2547920E+07   1.5282273E+07   1.5263910E+07   1.2204040E+07   1.2051044E+07   1.2420421E+07   1.2591903E+07   1.5323458E+07   1.5304841E+07   1.2243241E+07   1.2090402E+07
   13.1600   1.2372398E+07   1.2544608E+07   1.5288877E+07   1.5270245E+07   1.2195669E+07   1.2042117E+07   1.2416501E+07   1.2588835E+07   1.5330149E+07   1.5311228E+07   1.2234434E+07   1.2081047E+07
   13.1700   1.2368078E+07   1.2541109E+07   1.5295397E+07   1.5276507E+07   1.2187313E+07   1.2033198E+07   1.2412391E+07   1.2585573E+07   1.5336756E+07   1.5317541E+07   1.2225640E+07   1.2071700E+07
   13.1800   1.2363581E+07   1.2537427E+07   1.5301827E+07   1.5282690E+07   1.2178970E+07   1.2024288E+07   1.2408082E+07   1.2582105E+07   1.5343275E+07   1.5323778E+07   1.2216879E+07   1.2062379E+07
   13.1900   1.2358912E+07   1.2533567E+07   1.5308169E+07   1.5288795E+07   1.2170647E+07   1.2015393E+07   1.2403564E+07   1.2578422E+07   1.5349702E+07   1.5329939E+07   1.2208168E+07   1.2053100E+07
   13.2000   1.2354076E+07   1.2529535E+07   1.5314417E+07   1.5294815E+07   1.2162342E+07   1.2006511E+07   1.2398831E+07   1.2574515E+07   1.5356036E+07   1.5336020E+07   1.2199522E+07   1.2043880E+07
   13.2100   1.2349078E+07   1.2525335E+07   1.5320570E+07   1.5300752E+07   1.2154062E+07   1.1997650E+07   1.2393877E+07   1.2570379E+07   1.5362271E+07   1.5342021E+07   1.2190956E+07   1.2034731E+07
   13.2200   1.2343925E+07   1.2520973E+07   1.5326625E+07   1.5306600E+07   1.2145806E+07   1.1988810E+07   1.2388701E+07   1.2566011E+07   1.5368407E+07   1.5347938E+07   1.2182479E+07   1.2025665E+07
   13.2300   1.2338621E+07   1.2516453E+07   1.5332579E+07   1.5312358E+07   1.2137581E+07   1.1979997E+07   1.2383304E+07   1.2561411E+07   1.5374438E+07   1.5353769E+07   1.2174100E+07   1.2016690E+07
   13.2400   1.2333170E+07   1.2511780E+07   1.5338431E+07   1.5318022E+07   1.2129388E+07   1.1971213E+07   1.2377690E+07   1.2556583E+07   1.5380364E+07   1.5359511E+07   1.2165824E+07   1.2007810E+07
   13.2500   1.2327578E+07   1.2506958E+07   1.5344177E+07   1.5323592E+07   1.2121233E+07   1.1962465E+07   1.2371866E+07   1.2551536E+07   1.5386181E+07   1.5365162E+07   1.2157651E+07   1.1999027E+07
   13.2600   1.2321847E+07   1.2501989E+07   1.5349815E+07   1.5329063E+07   1.2113120E+07   1.1953757E+07   1.2365844E+07   1.2546278E+07   1.5391887E+07   1.5370718E+07   1.2149579E+07   1.1990341E+07
   13.2700   1.2315983E+07   1.2496879E+07   1.5355343E+07   1.5334433E+07   1.2105056E+07   1.1945096E+07   1.2359637E+07   1.2540824E+07   1.5397479E+07   1.5376176E+07   1.2141606E+07   1.1981748E+07
   13.2800   1.2309987E+07   1.2491628E+07   1.5360757E+07   1.5339701E+07   1.2097043E+07   1.1936486E+07   1.2353259E+07   1.2535189E+07   1.5402955E+07   1.5381533E+07   1.2133724E+07   1.1973243E+07
   13.2900   1.2303863E+07   1.2486240E+07   1.5366056E+07   1.5344864E+07   1.2089093E+07   1.1927936E+07   1.2346728E+07   1.2529390E+07   1.5408313E+07   1.5386785E+07   1.2125926E+07   1.1964818E+07
   13.3000   1.2297614E+07   1.2480717E+07   1.5371237E+07   1.5349918E+07   1.2081208E+07   1.1919450E+07   1.2340060E+07   1.2523445E+07   1.5413552E+07   1.5391929E+07   1.2118203E+07   1.1956468E+07
   13.3100   1.2291243E+07   1.2475062E+07   1.5376297E+07   1.5354864E+07   1.2073396E+07   1.1911037E+07   1.2333275E+07   1.2517372E+07   1.5418669E+07   1.5396962E+07   1.2110546E+07   1.1948184E+07
   13.3200   1.2284753E+07   1.2469277E+07   1.5381235E+07   1.5359698E+07   1.2065662E+07   1.1902702E+07   1.2326390E+07   1.2511189E+07   1.5423661E+07   1.5401879E+07   1.2102948E+07   1.1939958E+07
   13.3300   1.2278146E+07   1.2463364E+07   1.5386048E+07   1.5364419E+07   1.2058014E+07   1.1894452E+07   1.2319420E+07   1.2504912E+07   1.5428529E+07   1.5406679E+07   1.2095401E+07   1.1931787E+07
   13.3400   1.2271427E+07   1.2457328E+07   1.5390733E+07   1.5369024E+07   1.2050456E+07   1.1886293E+07   1.2312380E+07   1.2498555E+07   1.5433268E+07   1.5411358E+07   1.2087901E+07   1.1923664E+07
   13.3500   1.2264601E+07   1.2451172E+07   1.5395292E+07   1.5373513E+07   1.2042994E+07   1.1878229E+07   1.2305283E+07   1.2492132E+07   1.5437878E+07   1.5415913E+07   1.2080444E+07   1.1915589E+07
   13.3600   1.2257670E+07   1.2444900E+07   1.5399719E+07   1.5377881E+07   1.2035630E+07   1.1870266E+07   1.2298138E+07   1.2485652E+07   1.5442357E+07   1.5420342E+07   1.2073031E+07   1.1907561E+07
   13.3700   1.2250644E+07   1.2438520E+07   1.5404015E+07   1.5382131E+07   1.2028369E+07   1.1862406E+07   1.2290952E+07   1.2479121E+07   1.5446703E+07   1.5424643E+07   1.2065664E+07   1.1899584E+07
   13.3800   1.2243526E+07   1.2432035E+07   1.5408178E+07   1.5386258E+07   1.2021213E+07   1.1854652E+07   1.2283730E+07   1.2472543E+07   1.5450913E+07   1.5428814E+07   1.2058349E+07   1.1891663E+07
   13.3900   1.2236324E+07   1.2425453E+07   1.5412208E+07   1.5390263E+07   1.2014163E+07   1.1847007E+07   1.2276474E+07   1.2465921E+07   1.5454986E+07   1.5432853E+07   1.2051092E+07   1.1883807E+07
   13.4000   1.2229048E+07   1.2418785E+07   1.5416103E+07   1.5394144E+07   1.2007220E+07   1.1839472E+07   1.2269183E+07   1.2459252E+07   1.5458921E+07   1.5436760E+07   1.2043904E+07   1.1876024E+07
   13.4100   1.2221703E+07   1.2412034E+07   1.5419864E+07   1.5397899E+07   1.2000382E+07   1.1832044E+07   1.2261856E+07   1.2452535E+07   1.5462716E+07   1.5440534E+07   1.2036797E+07   1.1868327E+07
   13.4200   1.2214301E+07   1.2405213E+07   1.5423488E+07   1.5401528E+07   1.1993651E+07   1.1824727E+07   1.2254488E+07   1.2445765E+07   1.5466369E+07   1.5444174E+07   1.2029782E+07   1.1860728E+07
   13.4300   1.2206850E+07   1.2398330E+07   1.5426978E+07   1.5405032E+07   1.1987021E+07   1.1817516E+07   1.2247076E+07   1.2438938E+07   1.5469879E+07   1.5447680E+07   1.2022873E+07   1.1853239E+07
   13.4400   1.2199361E+07   1.2391397E+07   1.5430333E+07   1.5408408E+07   1.1980495E+07   1.1810412E+07   1.2239616E+07   1.2432048E+07   1.5473246E+07   1.5451052E+07   1.2016083E+07   1.1845874E+07
   13.4500   1.2191840E+07   1.2384420E+07   1.5433552E+07   1.5411655E+07   1.1974065E+07   1.1803411E+07   1.2232105E+07   1.2425093E+07   1.5476470E+07   1.5454291E+07   1.2009424E+07   1.1838643E+07
   13.4600   1.2184303E+07   1.2377413E+07   1.5436639E+07   1.5414778E+07   1.1967734E+07   1.1796514E+07   1.2224540E+07   1.2418068E+07   1.5479549E+07   1.5457397E+07   1.2002904E+07   1.1831557E+07
   13.4700   1.2176754E+07   1.2370382E+07   1.5439590E+07   1.5417771E+07   1.1961496E+07   1.1789716E+07   1.2216922E+07   1.2410974E+07   1.5482485E+07   1.5460371E+07   1.1996533E+07   1.1824624E+07
   13.4800   1.2169205E+07   1.2363339E+07   1.5442411E+07   1.5420640E+07   1.1955349E+07   1.1783016E+07   1.2209252E+07   1.2403812E+07   1.5485277E+07   1.5463214E+07   1.1990316E+07   1.1817848E+07
   13.4900   1.2161664E+07   1.2356291E+07   1.5445099E+07   1.5423381E+07   1.1949293E+07   1.1776414E+07   1.2201534E+07   1.2396587E+07   1.5487928E+07   1.5465926E+07   1.1984254E+07   1.1811233E+07
   13.5000   1.2154139E+07   1.2349248E+07   1.5447659E+07   1.5425998E+07   1.1943323E+07   1.1769905E+07   1.2193776E+07   1.2389305E+07   1.5490439E+07   1.5468510E+07   1.1978348E+07   1.1804778E+07
   13.5100   1.2146636E+07   1.2342215E+07   1.5450091E+07   1.5428490E+07   1.1937442E+07   1.1763493E+07   1.2185987E+07   1.2381977E+07   1.5492811E+07   1.5470965E+07   1.1972594E+07   1.1798479E+07
   13.5200   1.2139164E+07   1.2335201E+07   1.5452396E+07   1.5430860E+07   1.1931645E+07   1.1757174E+07   1.2178179E+07   1.2374614E+07   1.5495047E+07   1.5473295E+07   1.1966984E+07   1.1792331E+07
   13.5300   1.2131726E+07   1.2328210E+07   1.5454579E+07   1.5433111E+07   1.1925935E+07   1.1750950E+07   1.2170367E+07   1.2367233E+07   1.5497151E+07   1.5475499E+07   1.1961509E+07   1.1786325E+07
   13.5400   1.2124331E+07   1.2321250E+07   1.5456639E+07   1.5435241E+07   1.1920311E+07   1.1744820E+07   1.2162566E+07   1.2359849E+07   1.5499124E+07   1.5477580E+07   1.1956159E+07   1.1780450E+07
   13.5500   1.2116980E+07   1.2314323E+07   1.5458580E+07   1.5437256E+07   1.1914775E+07   1.1738786E+07   1.2154794E+07   1.2352481E+07   1.5500970E+07   1.5479539E+07   1.1950921E+07   1.1774694E+07
   13.5600   1.2109680E+07   1.2307435E+07   1.5460404E+07   1.5439156E+07   1.1909325E+07   1.1732847E+07   1.2147069E+07   1.2345148E+07   1.5502694E+07   1.5481379E+07   1.1945779E+07   1.1769045E+07
   13.5700   1.2102434E+07   1.2300590E+07   1.5462115E+07   1.5440945E+07   1.1903965E+07   1.1727009E+07   1.2139409E+07   1.2337868E+07   1.5504299E+07   1.5483102E+07   1.1940722E+07   1.1763490E+07
   13.5800   1.2095244E+07   1.2293791E+07   1.5463713E+07   1.5442625E+07   1.1898693E+07   1.1721265E+07   1.2131830E+07   1.2330659E+07   1.5505788E+07   1.5484709E+07   1.1935735E+07   1.1758015E+07
   13.5900   1.2088118E+07   1.2287043E+07   1.5465207E+07   1.5444202E+07   1.1893513E+07   1.1715623E+07   1.2124348E+07   1.2323538E+07   1.5507167E+07   1.5486204E+07   1.1930806E+07   1.1752610E+07
   13.6000   1.2081055E+07   1.2280348E+07   1.5466594E+07   1.5445673E+07   1.1888422E+07   1.1710080E+07   1.2116978E+07   1.2316519E+07   1.5508440E+07   1.5487590E+07   1.1925925E+07   1.1747263E+07
   13.6100   1.2074061E+07   1.2273713E+07   1.5467882E+07   1.5447048E+07   1.1883424E+07   1.1704637E+07   1.2109731E+07   1.2309616E+07   1.5509610E+07   1.5488870E+07   1.1921083E+07   1.1741969E+07
   13.6200   1.2067142E+07   1.2267140E+07   1.5469073E+07   1.5448328E+07   1.1878513E+07   1.1699291E+07   1.2102616E+07   1.2302836E+07   1.5510682E+07   1.5490046E+07   1.1916274E+07   1.1736720E+07
   13.6300   1.2060299E+07   1.2260635E+07   1.5470170E+07   1.5449514E+07   1.1873694E+07   1.1694045E+07   1.2095640E+07   1.2296189E+07   1.5511661E+07   1.5491124E+07   1.1911496E+07   1.1731514E+07
   13.6400   1.2053540E+07   1.2254203E+07   1.5471181E+07   1.5450615E+07   1.1868959E+07   1.1688894E+07   1.2088805E+07   1.2289676E+07   1.5512550E+07   1.5492107E+07   1.1906748E+07   1.1726352E+07
   13.6500   1.2046870E+07   1.2247851E+07   1.5472106E+07   1.5451630E+07   1.1864310E+07   1.1683836E+07   1.2082114E+07   1.2283300E+07   1.5513355E+07   1.5493000E+07   1.1902033E+07   1.1721234E+07
   13.6600   1.2040294E+07   1.2241584E+07   1.5472953E+07   1.5452567E+07   1.1859742E+07   1.1678869E+07   1.2075565E+07   1.2277058E+07   1.5514078E+07   1.5493806E+07   1.1897354E+07   1.1716165E+07
   13.6700   1.2033819E+07   1.2235409E+07   1.5473723E+07   1.5453427E+07   1.1855251E+07   1.1673989E+07   1.2069154E+07   1.2270948E+07   1.5514726E+07   1.5494532E+07   1.1892720E+07   1.1711151E+07
   13.6800   1.2027452E+07   1.2229334E+07   1.5474426E+07   1.5454217E+07   1.1850832E+07   1.1669190E+07   1.2062876E+07   1.2264963E+07   1.5515301E+07   1.5495182E+07   1.1888136E+07   1.1706200E+07
   13.6900   1.2021198E+07   1.2223364E+07   1.5475061E+07   1.5454938E+07   1.1846482E+07   1.1664470E+07   1.2056725E+07   1.2259098E+07   1.5515809E+07   1.5495761E+07   1.1883613E+07   1.1701320E+07
   13.7000   1.2015065E+07   1.2217509E+07   1.5475638E+07   1.5455598E+07   1.1842194E+07   1.1659822E+07   1.2050695E+07   1.2253347E+07   1.5516254E+07   1.5496274E+07   1.1879159E+07   1.1696519E+07
   13.7100   1.2009060E+07   1.2211775E+07   1.5476159E+07   1.5456199E+07   1.1837966E+07   1.1655243E+07   1.2044780E+07   1.2247703E+07   1.5516641E+07   1.5496728E+07   1.1874782E+07   1.1691804E+07
   13.7200   1.2003188E+07   1.2206168E+07   1.5476632E+07   1.5456747E+07   1.1833790E+07   1.1650727E+07   1.2038975E+07   1.2242161E+07   1.5516974E+07   1.5497128E+07   1.1870490E+07   1.1687182E+07
   13.7300   1.1997457E+07   1.2200697E+07   1.5477059E+07   1.5457246E+07   1.1829664E+07   1.1646270E+07   1.2033276E+07   1.2236718E+07   1.5517259E+07   1.5497478E+07   1.1866288E+07   1.1682659E+07
   13.7400   1.1991869E+07   1.2195363E+07   1.5477447E+07   1.5457700E+07   1.1825582E+07   1.1641867E+07   1.2027681E+07   1.2231371E+07   1.5517500E+07   1.5497785E+07   1.1862179E+07   1.1678237E+07
   13.7500   1.1986433E+07   1.2190178E+07   1.5477801E+07   1.5458115E+07   1.1821541E+07   1.1637516E+07   1.2022190E+07   1.2226120E+07   1.5517704E+07   1.5498054E+07   1.1858165E+07   1.1673917E+07
   13.7600   1.1981150E+07   1.2185140E+07   1.5478126E+07   1.5458495E+07   1.1817538E+07   1.1633212E+07   1.2016806E+07   1.2220969E+07   1.5517875E+07   1.5498290E+07   1.1854244E+07   1.1669698E+07
   13.7700   1.1976025E+07   1.2180257E+07   1.5478428E+07   1.5458845E+07   1.1813572E+07   1.1628955E+07   1.2011533E+07   1.2215923E+07   1.5518019E+07   1.5498498E+07   1.1850411E+07   1.1665575E+07
   13.7800   1.1971058E+07   1.2175529E+07   1.5478712E+07   1.5459171E+07   1.1809637E+07   1.1624740E+07   1.2006378E+07   1.2210989E+07   1.5518142E+07   1.5498684E+07   1.1846661E+07   1.1661541E+07
   13.7900   1.1966253E+07   1.2170961E+07   1.5478982E+07   1.5459476E+07   1.1805738E+07   1.1620570E+07   1.2001349E+07   1.2206176E+07   1.5518250E+07   1.5498852E+07   1.1842985E+07   1.1657589E+07
   13.8000   1.1961610E+07   1.2166550E+07   1.5479244E+07   1.5459767E+07   1.1801872E+07   1.1616442E+07   1.1996458E+07   1.2201496E+07   1.5518348E+07   1.5499007E+07   1.1839371E+07   1.1653708E+07
   13.8100   1.1957129E+07   1.2162301E+07   1.5479502E+07   1.5460047E+07   1.1798039E+07   1.1612356E+07   1.1991714E+07   1.2196961E+07   1.5518444E+07   1.5499155E+07   1.1835809E+07   1.1649886E+07
   13.8200   1.1952810E+07   1.2158209E+07   1.5479762E+07   1.5460323E+07   1.1794240E+07   1.1608314E+07   1.1987131E+07   1.2192583E+07   1.5518543E+07   1.5499299E+07   1.1832286E+07   1.1646112E+07
   13.8300   1.1948652E+07   1.2154278E+07   1.5480028E+07   1.5460597E+07   1.1790479E+07   1.1604317E+07   1.1982720E+07   1.2188376E+07   1.5518651E+07   1.5499444E+07   1.1828789E+07   1.1642373E+07
   13.8400   1.1944652E+07   1.2150503E+07   1.5480306E+07   1.5460877E+07   1.1786753E+07   1.1600365E+07   1.1978491E+07   1.2184352E+07   1.5518773E+07   1.5499595E+07   1.1825307E+07   1.1638659E+07
   13.8500   1.1940811E+07   1.2146885E+07   1.5480598E+07   1.5461166E+07   1.1783069E+07   1.1596461E+07   1.1974456E+07   1.2180520E+07   1.5518916E+07   1.5499757E+07   1.1821828E+07   1.1634958E+07
   13.8600   1.1937127E+07   1.2143422E+07   1.5480911E+07   1.5461470E+07   1.1779426E+07   1.1592606E+07   1.1970622E+07   1.2176892E+07   1.5519085E+07   1.5499933E+07   1.1818345E+07   1.1631262E+07
   13.8700   1.1933597E+07   1.2140113E+07   1.5481249E+07   1.5461792E+07   1.1775825E+07   1.1588801E+07   1.1966995E+07   1.2173471E+07   1.5519285E+07   1.5500129E+07   1.1814851E+07   1.1627565E+07
   13.8800   1.1930222E+07   1.2136956E+07   1.5481616E+07   1.5462137E+07   1.1772269E+07   1.1585047E+07   1.1963578E+07   1.2170264E+07   1.5519521E+07   1.5500349E+07   1.1811342E+07   1.1623862E+07
   13.8900   1.1926999E+07   1.2133951E+07   1.5482017E+07   1.5462511E+07   1.1768759E+07   1.1581346E+07   1.1960374E+07   1.2167271E+07   1.5519798E+07   1.5500597E+07   1.1807816E+07   1.1620153E+07
   13.9000   1.1923929E+07   1.2131098E+07   1.5482455E+07   1.5462916E+07   1.1765293E+07   1.1577696E+07   1.1957379E+07   1.2164491E+07   1.5520120E+07   1.5500878E+07   1.1804275E+07   1.1616439E+07
   13.9100   1.1921010E+07   1.2128396E+07   1.5482935E+07   1.5463358E+07   1.1761876E+07   1.1574101E+07   1.1954589E+07   1.2161918E+07   1.5520490E+07   1.5501197E+07   1.1800725E+07   1.1612724E+07
   13.9200   1.1918243E+07   1.2125845E+07   1.5483460E+07   1.5463840E+07   1.1758503E+07   1.1570556E+07   1.1951998E+07   1.2159547E+07   1.5520914E+07   1.5501557E+07   1.1797171E+07   1.1609013E+07
   13.9300   1.1915629E+07   1.2123448E+07   1.5484036E+07   1.5464366E+07   1.1755176E+07   1.1567063E+07   1.1949598E+07   1.2157368E+07   1.5521393E+07   1.5501964E+07   1.1793622E+07   1.1605316E+07
   13.9400   1.1913166E+07   1.2121201E+07   1.5484665E+07   1.5464940E+07   1.1751895E+07   1.1563620E+07   1.1947377E+07   1.2155371E+07   1.5521932E+07   1.5502421E+07   1.1790091E+07   1.1601642E+07
   13.9500   1.1910859E+07   1.2119111E+07   1.5485351E+07   1.5465565E+07   1.1748657E+07   1.1560227E+07   1.1945325E+07   1.2153545E+07   1.5522534E+07   1.5502934E+07   1.1786587E+07   1.1598003E+07
   13.9600   1.1908705E+07   1.2117174E+07   1.5486098E+07   1.5466245E+07   1.1745462E+07   1.1556882E+07   1.1943429E+07   1.2151876E+07   1.5523201E+07   1.5503505E+07   1.1783124E+07   1.1594408E+07
   13.9700   1.1906706E+07   1.2115394E+07   1.5486908E+07   1.5466982E+07   1.1742309E+07   1.1553583E+07   1.1941679E+07   1.2150353E+07   1.5523936E+07   1.5504140E+07   1.1779713E+07   1.1590871E+07
   13.9800   1.1904864E+07   1.2113770E+07   1.5487786E+07   1.5467781E+07   1.1739197E+07   1.1550331E+07   1.1940064E+07   1.2148965E+07   1.5524741E+07   1.5504841E+07   1.1776365E+07   1.1587401E+07
   13.9900   1.1903176E+07   1.2112304E+07   1.5488733E+07   1.5468642E+07   1.1736126E+07   1.1547126E+07   1.1938573E+07   1.2147701E+07   1.5525619E+07   1.5505612E+07   1.1773091E+07   1.1584007E+07
   14.0000   1.1901645E+07   1.2110995E+07   1.5489753E+07   1.5469570E+07   1.1733096E+07   1.1543965E+07   1.1937200E+07   1.2146554E+07   1.5526573E+07   1.5506457E+07   1.1769899E+07   1.1580697E+07
   14.0100   1.1900267E+07   1.2109841E+07   1.5490847E+07   1.5470568E+07   1.1730109E+07   1.1540851E+07   1.1935937E+07   1.2145517E+07   1.5527604E+07   1.5507378E+07   1.1766795E+07   1.1577477E+07
   14.0200   1.1899044E+07   1.2108843E+07   1.5492020E+07   1.5471637E+07   1.1727164E+07   1.1537785E+07   1.1934782E+07   1.2144587E+07   1.5528715E+07   1.5508378E+07   1.1763782E+07   1.1574350E+07
